,Unnamed: 0,Unnamed: 0.1,Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year
66,102,365,Cabazitaxel,COC1=C2C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)C3=CC=CC=C3)CC(O)(C(OC(=O)C3=CC=CC=C3)C3C4(OC(C)=O)COC4CC(OC)C3(C)C1=O)C2(C)C,Liver disorder,Rat,-1.3424226808222062,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 201023/S-000 Part 09, page:13 PDF 479k",https://www.pharmapendium.com/browse/fda/Cabazitaxel/d9f8fae9f890d8ee63caaa73d80587d4?reference=13,2010.0
67,104,371,Calcitriol,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,Liver disorder,Rat,-6.778151250383644,Repeated,Oral,"FDA approval package document: Approval Package 018874/S-001, S-002, S-007, S-004 Part 02, page:11 PDF 2088k",https://www.pharmapendium.com/browse/fda/Calcitriol/be29cce2768bc536723a07b269a43f84?reference=11,1986.0
68,105,372,Calcium Carbonate,O=C(O)O,Liver disorder,Rat,-1.6020599913279625,Repeated,Inhalation,"Reference from PharmaPendium Published Toxicity: Vrednie chemichescie veshestva. Neorganicheskie soedinenia elementov -,114,1988   ---   JOURNAL:Vrednie chemichescie veshestva. Neorganicheskie soedinenia elementov   PAGES:114",,1988.0
69,106,373,Calusterone,CC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12,Liver disorder,Rat,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 017383, page:13 PDF 1748k",https://www.pharmapendium.com/browse/fda/Calusterone/35f5b347bcccb9d59869e0791026e400?reference=13,1973.0
70,108,378,Cannabidiol,C=C(C)C1CCC(C)=CC1C1=C(O)C=C(CCCCC)C=C1O,Liver disorder,Rat,-1.845098040014257,Repeated,Oral,"FDA approval package document: Pharmacology Review 210365/S-000, page:74 PDF 12775k",https://www.pharmapendium.com/browse/fda/Cannabidiol/2ca6aedc4b850302e03713d2ab8b19aa?reference=74,2018.0
71,109,380,Capsaicin,COC1=CC(CNC(=O)CCCC/C=C/C(C)C)=CC=C1O,Liver disorder,Rat,-0.9030899869919436,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 364898980   ---   DOI:10.1177/0748233711413801   ISSN:0748-2337   JOURNAL:Toxicology and Industrial Health   PAGES:428   VOLUME:28,http://dx.doi.org/10.1177/0748233711413801,2012.0
72,110,381,Captopril,CC(CS)C(=O)N1CCCC1C(=O)O,Liver disorder,Rabbit,-2.096910013008056,Repeated,Oral,"FDA approval package document: Approval Package 018343/S-013, S-005, S-018 Part 03, page:52 PDF 3859k",https://www.pharmapendium.com/browse/fda/Captopril/c0cb9db38bbf2f3e3a59d01c6bea2f11?reference=52,1980.0
73,111,385,Carbamazepine,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,Liver disorder,Rat,-1.252853030979893,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 606078224   ---   DOI:10.1016/j.etp.2015.09.004   ISSN:0940-2993   JOURNAL:Experimental and Toxicologic Pathology   PAGES:27   VOLUME:68,http://dx.doi.org/10.1016/j.etp.2015.09.004,2016.0
74,112,395,Carbenoxolone,CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C2CCC13C,Liver disorder,Rat,-0.4771212547196624,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Journal of Pharmacology and Experimental Therapeutics 305,167,2003   ---   DOI:10.1124/JPET.102.044842   JOURNAL:Journal of Pharmacology and Experimental Therapeutics   PAGES:167   VOLUME:305",http://dx.doi.org/10.1124/JPET.102.044842,2003.0
75,113,396,Carbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,Liver disorder,Rat,-3.4771212547196626,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Carbutamide30   ---   JOURNAL:Canadian Medical Association Journal   PAGES:972   VOLUME:74,,1956.0
76,114,397,Carfilzomib,CC(C)CC(NC(=O)C(CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)C1(C)CO1,Liver disorder,Rat,-1.3424226808222062,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 202714/S-000 Part 04, page:44 PDF 11026k",https://www.pharmapendium.com/browse/fda/Carfilzomib/1edacd3d842dc9102583efb676c8d26c?reference=44,2012.0
77,115,401,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,Liver disorder,Mouse,-2.271841606536499,Repeated,Oral,Reference from PharmaPendium Published Toxicity: Carisoprodol2   ---   DOI:10.2307/3433446   JOURNAL:Environmental Health Perspectives   PAGES:283   VOLUME:105,http://dx.doi.org/10.2307/3433446,1997.0
78,117,405,Cefepime Hydrochloride,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)C1=CSC(N)=N1,Liver disorder,Rat,-1.4471580313422192,Repeated,Intramuscular,Reference from PharmaPendium Published Toxicity: 363132402   ---   ISSN:0974-4304   JOURNAL:International Journal of PharmTech Research   PAGES:2149   VOLUME:3,,2011.0
79,118,406,Cefmetazole Sodium,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSC3=NN=NN3C)CSC21,Liver disorder,Rat,-3.1356626020000733,Repeated,Subcutaneous,"FDA approval package document: Approval Package 050637 Part 05, page:22 PDF 4969k",https://www.pharmapendium.com/browse/fda/Cefmetazole Sodium/18f8332e5006455f280d01ed6e93044a?reference=22,1989.0
80,119,409,Cefotaxime Sodium,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)C1=CSC(N)=N1,Liver disorder,Rat,-3.0,Repeated,Intravenous,"FDA approval package document: Approval Package 050547 Part 05, page:7 PDF 6591k",https://www.pharmapendium.com/browse/fda/Cefotaxime Sodium/197bcdf0b500cc4236bc475a0613d6fe?reference=7,1981.0
81,120,411,Cefpodoxime Proxetil,COC=C1CSC2C(=NC(=O)C(NOC)C3=CSC(N)=N3)C(=O)N2C1C(=O)OC(C)OC(=O)OC(C)C,Liver disorder,Rat,-2.4771212547196626,Repeated,Intravenous,"FDA approval package document: Approval Package 050674 Part 08, page:8 PDF 5717k",https://www.pharmapendium.com/browse/fda/Cefpodoxime Proxetil/e6e1755a712ed6911a08fce6785756ee?reference=8,1992.0
82,121,412,Cefprozil,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CC=C(O)C=C3)C2SC1,Liver disorder,Rat,-3.3152704347785917,Repeated,Oral,"FDA approval package document: Approval Package 050664 Part 01, page:56 PDF 5362k",https://www.pharmapendium.com/browse/fda/Cefprozil/e560a1134cc0366ae7cd902e80fdf30d?reference=56,1991.0
83,122,415,Ceftazidime,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3=CC=CC=C3)CSC12)C1=CSC(N)=N1)C(=O)O,Liver disorder,Rat,-3.8846065812979305,Repeated,Subcutaneous,"FDA approval package document: Approval Package 050578 Part 01, page:16 PDF 4762k",https://www.pharmapendium.com/browse/fda/Ceftazidime/1cd0911cf52fca25f2dc0e6329639eec?reference=16,1985.0
84,123,418,Ceftriaxone Sodium,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC3=NC(=O)C(=O)NN3C)CSC12)C1=CSC(N)=N1,Liver disorder,Rat,-2.096910013008056,Repeated,Intravenous,"FDA approval package document: Approval Package 050585 Part 07, page:14 PDF 6291k",https://www.pharmapendium.com/browse/fda/Ceftriaxone Sodium/5611a3c3215e7ebc46085bb5ccdea702?reference=14,1984.0
85,124,419,Cefuroxime Axetil,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)C1=CC=CO1,Liver disorder,Rat,-3.0,Repeated,Oral,"FDA approval package document: Approval Package 050605 Part 16, page:27 PDF 4639k",https://www.pharmapendium.com/browse/fda/Cefuroxime Axetil/b25f6a410dc2974185b17d77920da24d?reference=27,1985.0
86,128,423,Chenodiol,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,Liver disorder,Rat,-0.7781512503836436,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Eksperimental'naya i Klinicheskaya Farmakologiya 57,35,1994   ---   ISSN:0869-2092   JOURNAL:Eksperimental'naya i Klinicheskaya Farmakologiya   PAGES:35   VOLUME:57",,1994.0
87,143,472,Clarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,Liver disorder,Rat,-1.224014811372864,Repeated,Oral,"FDA approval package document: Approval Package 050697 Part 03, page:49 PDF 8015k",https://www.pharmapendium.com/browse/fda/Clarithromycin/ce1428b691306ef7efbf7a9f966d76dd?reference=49,1993.0
88,153,536,Cocaine Hydrochloride,COC(=O)C1C(OC(=O)C2=CC=CC=C2)CC2CCC1N2C,Liver disorder,Mouse,-0.8016323462331665,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicologist 60,43,2001   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:43   VOLUME:60",,2001.0
89,154,543,Colchicine,COC1=C(OC)C(OC)=C2C(=C1)CCC(NC(C)=O)C1=CC(=O)C(OC)=CC=C12,Liver disorder,Rat,-0.6766936096248666,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 204820/S-000 Part 01, page:42 PDF 3330k",https://www.pharmapendium.com/browse/fda/Colchicine/c9281d3761d79a2caa36a59bea48addc?reference=42,2013.0
90,155,548,Colistimethate Sodium,CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)O)NC1=O)C(C)O,Liver disorder,Mouse,0.0,Repeated,Intraperitoneal,"EMA approval document: Assessment Report EMA/913717/2011; EMEA/H/C/001225, page:19 PDF 812k",https://www.pharmapendium.com/browse/ema/Colistimethate Sodium/4508c8c604e3d56c9dceedbba7fdbea1?reference=19,2011.0
91,156,550,Copanlisib Dihydrochloride,COC1=C(OCCCN2CCOCC2)C=CC2=C3NCCN3C(=NC(=O)C3=CN=C(N)N=C3)N=C12,Liver disorder,Rat,-0.4771212547196624,Repeated,Intravenous,"FDA approval package document: Approval Package 209936/S-000 Part 02, page:32 PDF 11850k",https://www.pharmapendium.com/browse/fda/Copanlisib Dihydrochloride/3a7a918dba0779ad831f58c4b35fbbbb?reference=32,2017.0
92,157,552,Cosyntropin,CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC1=CC=C(O)C=C1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C,Liver disorder,Rat,-7.079181246047625,Repeated,Intracerebral,"Reference from PharmaPendium Published Toxicity: Naunyn-Schmiedeberg's Archives of Pharmacology 369(Suppl 1),R176,2004   ---   ISSN:0028-1298   JOURNAL:Naunyn-Schmiedeberg's Archives of Pharmacology   PAGES:R176   VOLUME:369",,2004.0
93,159,558,Cromolyn Sodium,O=C(O)C1=CC(=O)C2=C(OCC(O)COC3=C4C(=O)C=C(C(=O)O)OC4=CC=C3)C=CC=C2O1,Liver disorder,Rat,-2.0,Repeated,Oral,"FDA approval package document: Approval Package 019188 Part 05, page:40 PDF 4102k",https://www.pharmapendium.com/browse/fda/Cromolyn Sodium/31283d355dc86c450a0ec448d4ca088d?reference=40,1989.0
94,161,568,Cyclosporine,C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,Liver disorder,Rat,-0.8260748027008264,Repeated,Intraperitoneal,"Reference from PharmaPendium Published Toxicity: Toxicology 201,239,2004   ---   DOI:10.1016/J.TOX.2004.04.013   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:239   VOLUME:201",http://dx.doi.org/10.1016/J.TOX.2004.04.013,2004.0
95,162,579,Cysteine Hydrochloride,NC(CS)C(=O)O,Liver disorder,Rat,0.0,Repeated,Intragastric,Reference from PharmaPendium Published Toxicity: 617488269   ---   DOI:10.1293/tox.2017-0002   ISSN:0914-9198   JOURNAL:Journal of Toxicologic Pathology   PAGES:217   VOLUME:30,http://dx.doi.org/10.1293/tox.2017-0002,2017.0
96,166,583,Dapiprazole Hydrochloride,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN32)CC1,Liver disorder,Rat,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 019849 Part 03, page:1 PDF 361k",https://www.pharmapendium.com/browse/fda/Dapiprazole Hydrochloride/fbc930975e874d877958f3bec17a7a40?reference=1,1990.0
97,167,584,Darifenacin Hydrobromide,NC(=O)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1CCN(CCC2=CC3=C(C=C2)OCC3)C1,Liver disorder,Rat,-1.0,Repeated,Unreported,"EMA approval document: Scientific Discussion, page:11 PDF 463k",https://www.pharmapendium.com/browse/ema/Darifenacin Hydrobromide/5bf1f57942a4baf13fc1d4f966556ee6?reference=11,2005.0
98,169,586,Daunorubicin Citrate,COC1=C2C(O)=C3C(O)=C4C(OC5CC(N)C(O)C(C)O5)=CC(O)(C(C)=O)CC4=C(O)C3=C(O)C2=CC=C1,Liver disorder,Rat,-0.3010299956639812,Repeated,Intravenous,"FDA approval package document: Approval Package 050704 Part 02, page:76 PDF 7258k",https://www.pharmapendium.com/browse/fda/Daunorubicin Citrate/73ddd44a7d97e6350c5777e4e0679153?reference=76,1995.0
99,170,587,Deferiprone,CC1=C(O)C(=O)C=CN1C,Liver disorder,Rat,-1.8750612633917,Repeated,Oral,"FDA approval package document: Pharmacology Review 021825/S-000, page:57 PDF 889k",https://www.pharmapendium.com/browse/fda/Deferiprone/141f7384ecc42c2840561a32d535fc40?reference=57,2011.0
100,172,590,Deoxycholic Acid,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,Liver disorder,Mouse,-0.3010299956639812,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 362682187   ---   DOI:10.1093/toxsci/kfr177   ISSN:1096-6080   JOURNAL:Toxicological Sciences   PAGES:359   VOLUME:123,http://dx.doi.org/10.1093/toxsci/kfr177,2011.0
101,173,592,Desonide,CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,Liver disorder,Rabbit,-0.6989700043360189,Repeated,Skin,"FDA approval package document: Approval Package 019048/S-001, S-002, S-003, S-004, S-005, S-006, S-007, S-009, S-010, S-011, S-012 Part 01, page:38 PDF 3610k",https://www.pharmapendium.com/browse/fda/Desonide/0abf5e9c6674dbbbe3aad76d6b584e0e?reference=38,1984.0
102,174,593,Deutetrabenazine,[2H]C([2H])([2H])OC1=C(OC([2H])([2H])[2H])C=C2C(=C1)CCN1CC(CC(C)C)C(=O)CC21,Liver disorder,Rat,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Pharmacology Review 208082/S-000, page:61 PDF 10655k",https://www.pharmapendium.com/browse/fda/Deutetrabenazine/1ab26b0cb18be4a2c25665aac20b5172?reference=61,2016.0
103,184,646,Didanosine,O=C1NC=NC2=C1N=CN2C1CCC(CO)O1,Liver disorder,Mouse,-0.6020599913279624,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 604820658   ---   DOI:10.1371/journal.pone.0085637   ISSN:1932-6203   JOURNAL:PLoS ONE   VOLUME:9,http://dx.doi.org/10.1371/journal.pone.0085637,2014.0
104,185,648,Diethylenetriaminepentaacetic Acid,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Liver disorder,Rat,-1.1760912590556811,Repeated,Intraperitoneal,"Reference from PharmaPendium Published Toxicity: food and chemical toxicology 39,1029,2001   ---   DOI:10.1016/S0278-6915(01)00046-1   ISSN:0278-6915   JOURNAL:Food and Chemical Toxicology   PAGES:1029   VOLUME:39",http://dx.doi.org/10.1016/S0278-6915(01)00046-1,2001.0
105,186,649,Diethylstilbestrol,CC=C(C1=CC=C(O)C=C1)C(CC)C1=CC=C(O)C=C1,Liver disorder,Mouse,-5.397945220174552,Repeated,Subcutaneous,"Reference from PharmaPendium Published Toxicity: toxicology and applied pharmacology 183,10,2002   ---   DOI:10.1006/TAAP.2002.9459   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:10   VOLUME:183",http://dx.doi.org/10.1006/TAAP.2002.9459,2002.0
106,187,655,Diltiazem Hydrochloride,COC1=CC=C(C2SC3=CC=CC=C3N(CCN(C)C)C(=O)C2OC(C)=O)C=C1,Liver disorder,Rat,-1.7160033436347992,Repeated,Oral,"FDA approval package document: Approval Package 020062/S-001, S-002, S-003, S-004, S-011, S-018 Part 06, page:25 PDF 6267k",https://www.pharmapendium.com/browse/fda/Diltiazem Hydrochloride/86ac93d8e0291da68ace50cdd7e3e617?reference=25,1994.0
107,188,657,Diltiazem Malate,COC1=CC=C(C2SC3=C(C=CC=C3)N(CCN(C)C)C(=O)C2OC(C)=O)C=C1,Liver disorder,Rat,-0.6020599913279624,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicologist 12,476,2008   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:476   VOLUME:12",,2008.0
108,189,658,Dimethyl Fumarate,COC(=O)/C=C/C(=O)OC,Liver disorder,Rat,-2.1760912590556813,Repeated,Oral,"EMA approval document: Assessment Report EMA/800904/2013; EMEA/H/C/002601/0000/Rev 1, page:22 PDF 6911k",https://www.pharmapendium.com/browse/ema/Dimethyl Fumarate/f1e215f3f688394efb5a7de33e8e61e1?reference=22,2013.0
109,190,660,Dimethyl Sulfoxide,C[S+](C)[O-],Liver disorder,Rat,-6.477121254719663,Repeated,Intraperitoneal,"Reference from PharmaPendium Published Toxicity: British Journal of Pharmacology 139,787,2003   ---   DOI:10.1038/SJ.BJP.0705305   ISSN:0007-1188   JOURNAL:British Journal of Pharmacology   PAGES:787   VOLUME:139",http://dx.doi.org/10.1038/SJ.BJP.0705305,2003.0
110,191,661,Diphenhydramine Hydrochloride,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Liver disorder,Rat,-2.0863598306747484,Repeated,Inhalation,"Reference from PharmaPendium Published Toxicity: Toksikologicheskii Vestnik (3),38,1995   ---   ISSN:0869-7922   JOURNAL:Toksikologicheskii Vestnik   PAGES:38",,1995.0
111,192,662,Doxazosin Mesylate,COC1=CC2=NC(N3CCN(C(=O)C4COC5=CC=CC=C5O4)CC3)=NC(N)=C2C=C1OC,Liver disorder,Mouse,-1.9420080530223127,Repeated,Oral,"FDA approval package document: Approval Package 019668/S-001, S-002, S-003, S-004, S-007 Part 16, page:38 PDF 5273k",https://www.pharmapendium.com/browse/fda/Doxazosin Mesylate/c89d5422b22dfbd9b8c49eee5638a6b8?reference=38,1990.0
112,193,664,Doxepin Hydrochloride,CN(C)CC/C=C1/C2=CC=CC=C2COC2=CC=CC=C12,Liver disorder,Rabbit,-2.2612628687924934,Repeated,Oral,"FDA approval package document: Pharmacology Review 022036/S-000 Part 02, page:25 PDF 3817k",https://www.pharmapendium.com/browse/fda/Doxepin Hydrochloride/e4a5d32bf2db1659353897d60410d118?reference=25,2009.0
113,194,668,Doxorubicin Hydrochloride,COC1=CC=CC2=C(O)C3=C(O)C4=CC(O)(C(=O)CO)CC(OC5CC(N)C(O)C(C)O5)=C4C(O)=C3C(O)=C12,Liver disorder,Mouse,-0.9667590668613208,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 51536304   ---   DOI:10.1111/j.1742-7843.2011.00748.x   ISSN:1742-7835   JOURNAL:Basic and Clinical Pharmacology and Toxicology   PAGES:452   VOLUME:109,http://dx.doi.org/10.1111/j.1742-7843.2011.00748.x,2011.0
114,195,688,Doxycycline,CC1C2=C(C(=O)C3C(=O)C4(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C4C(O)C31)C(O)=CC=C2,Liver disorder,Mouse,-1.146128035678238,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 602970642   ---   DOI:10.1016/j.celrep.2015.02.034   ISSN:2211-1247   JOURNAL:Cell Reports   PAGES:1681   VOLUME:10,http://dx.doi.org/10.1016/j.celrep.2015.02.034,2015.0
115,197,690,Dronabinol,CCCCCC1=CC2=C(C(O)=C1)C1C=C(C)CCC1C(C)(C)O2,Liver disorder,Rat,-2.439332693830263,Repeated,Oral,"FDA approval package document: Approval Package 018651/S-006 Part 01, page:38 PDF 5651k",https://www.pharmapendium.com/browse/fda/Dronabinol/a26db6ea029f417cea6a3decb7fbb338?reference=38,1985.0
116,198,692,Dronedarone Hydrochloride,CCCCC1=C(C(=O)C2=CC=C(OCCCN(CCCC)CCCC)C=C2)C2=CC(NS(C)(=O)=O)=CC=C2O1,Liver disorder,Mouse,-0.8450980400142568,Repeated,Intragastric,Reference from PharmaPendium Published Toxicity: E-373313038   ---   DOI:10.1016/j.tox.2014.05.011   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:1   VOLUME:323,http://dx.doi.org/10.1016/j.tox.2014.05.011,2014.0
117,199,693,Edaravone,CC1=CC(=O)N(C2=CC=CC=C2)N1,Liver disorder,Rat,-2.646730386247423,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 209176/S-000 Part 04, page:34 PDF 3193k",https://www.pharmapendium.com/browse/fda/Edaravone/2d7e01eeb9dd302b418b28cd3289158d?reference=34,2017.0
118,203,704,Eletriptan Hydrobromide,CN1CCCC1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,Liver disorder,Mouse,-2.3640817414110704,Repeated,Oral,"FDA approval package document: Pharmacology Review 021016/S-000 Part 01, page:43 PDF 1977k",https://www.pharmapendium.com/browse/fda/Eletriptan Hydrobromide/f735f6506578d3a0425a66934cbf0624?reference=43,2002.0
119,204,708,Eliglustat Tartrate,CCCCCCCC(=O)NC(CN1CCCC1)C(O)C1=CC=C2OCCOC2=C1,Liver disorder,Mouse,-1.8588378514285853,Repeated,Oral,"FDA approval package document: Pharmacology Review 205494/S-000, page:131 PDF 42611k",https://www.pharmapendium.com/browse/fda/Eliglustat Tartrate/4c18e702d090574e7c17298d834dd84d?reference=131,2013.0
120,209,722,Enoxolone,CC1(C(=O)O)CCC2(C)CCC3(C)C(=C2C1)CC(=O)C1C2(C)CCC(O)C(C)(C)C2CCC13C,Liver disorder,Mouse,-1.1139433523068367,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Life Sciences 69,2429,2001   ---   DOI:10.1016/S0024-3205(01)01317-0   ISSN:0024-3205   JOURNAL:Life Sciences   PAGES:2429   VOLUME:69",http://dx.doi.org/10.1016/S0024-3205(01)01317-0,2001.0
121,210,724,Entacapone,CCN(CC)C(=O)C(C#N)=CC1=CC([N+](=O)[O-])=C(O)C(O)=C1,Liver disorder,Rat,-1.1903316981702914,Repeated,,"Reference from PharmaPendium Published Toxicity: Toxicologist -,334,2009   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:334",,2009.0
122,213,738,Epinephrine,CNCC(O)C1=CC=C(O)C(O)=C1,Liver disorder,Rat,-0.7781512503836436,Repeated,Subcutaneous,"Reference from PharmaPendium Published Toxicity: Toxicology and Applied Pharmacology 25,315,1973   ---   DOI:10.1016/0041-008X(73)90305-0   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:315   VOLUME:25",http://dx.doi.org/10.1016/0041-008X(73)90305-0,1973.0
123,214,739,Epirubicin Hydrochloride,COC1=C2C(O)=C3C(O)=C4C(OC5CC(N)C(O)C(C)O5)=CC(O)(C(=O)CO)CC4=C(O)C3=C(O)C2=CC=C1,Liver disorder,Mouse,-0.4771212547196624,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 2004212589   ---   DOI:10.1007/s10554-020-01777-w   ISSN:1569-5794   JOURNAL:International Journal of Cardiovascular Imaging   PAGES:841   VOLUME:36,http://dx.doi.org/10.1007/s10554-020-01777-w,2020.0
124,216,746,Ergonovine Maleate,CC(CO)NC(=O)C1=CC2C3=CC=CC4=C3C(=CN4)CC2N(C)C1,Liver disorder,Rat,-0.6020599913279624,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Food and Chemical Toxicology 34,951,1996   ---   DOI:10.1016/S0278-6915(96)00060-9   ISSN:0278-6915   JOURNAL:Food and Chemical Toxicology   PAGES:951   VOLUME:34",http://dx.doi.org/10.1016/S0278-6915(96)00060-9,1996.0
125,217,747,Eribulin Mesylate,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4,Liver disorder,Rat,-1.1760912590556811,Repeated,Intravenous,"FDA approval package document: Pharmacology Review 201532/S-000 Part 05, page:3 PDF 310k",https://www.pharmapendium.com/browse/fda/Eribulin Mesylate/2d0d0f023398d17697aebe4f00a5abd1?reference=3,2010.0
126,218,748,Erythromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,Liver disorder,Mouse,-1.724275869600789,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 52865876   ---   DOI:10.1111/fcp.12055   ISSN:0767-3981   JOURNAL:Fundamental and Clinical Pharmacology   PAGES:519   VOLUME:28,http://dx.doi.org/10.1111/fcp.12055,2014.0
127,219,750,Erythromycin Estolate,CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,Liver disorder,Rat,-0.9030899869919436,Repeated,Intragastric,Reference from PharmaPendium Published Toxicity: E-372247594   ---   DOI:10.1016/j.fct.2013.12.050   ISSN:0278-6915   JOURNAL:Food and Chemical Toxicology   PAGES:139   VOLUME:65,http://dx.doi.org/10.1016/j.fct.2013.12.050,2014.0
128,220,753,Eslicarbazepine Acetate,CC(=O)OC1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2,Liver disorder,Mouse,-2.3891660843645326,Repeated,Oral,"FDA approval package document: Pharmacology Review 022416/S-000 Part 12, page:49 PDF 5225k",https://www.pharmapendium.com/browse/fda/Eslicarbazepine Acetate/69def65e90334065195d6525ec9135c2?reference=49,2009.0
