Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year,no_stereoisomer
Rivaroxaban,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,Hepatic necrosis,Human,-1.4771212547196624,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022406/S-000 Part 01, page:52 PDF 1333k",https://www.pharmapendium.com/browse/fda/Rivaroxaban/bc6e880b062db2c78b661508027015fd?reference=52,2009.0,ClC1=CC=C(S1)C(=O)NC[CH]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
Rofecoxib,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,Hepatic necrosis,Human,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Approval Package 021042/S-026; 021052/S-019 Part 01, page:25 PDF 7078k",https://www.pharmapendium.com/browse/fda/Rofecoxib/df9860bde38cd670ee5b5cf92d1a0b45?reference=25,2003.0,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
Sirolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)C[C@@H](C)[C@@H]1CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O1)OC,Hepatic necrosis,Human,-0.6989700043360189,Repeated,Oral,"FDA approval package document: Administrative documents 021083/S-006 Part 01, page:40 PDF 6695k",https://www.pharmapendium.com/browse/fda/Sirolimus/1267f8f550aab4827b5cd36f113f28dc?reference=40,2003.0,CO[CH]1C[CH](CC[CH]1O)C[CH](C)[CH]1CC(=O)[CH](C)\C=C(C)\[CH](O)[CH](OC)C(=O)[CH](C)C[CH](C)\C=C\C=C\C=C(C)\[CH](C[CH]2CC[CH](C)[C](O)(O2)C(=O)C(=O)N2CCCC[CH]2C(=O)O1)OC
Strontium Ranelate,[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,Hepatic necrosis,Human,-3.3010299956639813,Repeated,Oral,"EMA approval document: Assessment Report EMA/PRAC/136656/2013, page:27 PDF 2811k",https://www.pharmapendium.com/browse/ema/Strontium Ranelate/bda34774e61b135741ca19f8a9844c5e?reference=27,2013.0,[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O
Sulfadimethoxine,COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1,Hepatic necrosis,Human,-3.6989700043360187,Repeated,Oral,"FDA approval package document: Review 011766 Part 04, page:45 PDF 3798k",https://www.pharmapendium.com/browse/fda/Sulfadimethoxine/79dbf5f89784f6e41014a03dfa15f547?reference=45,1968.0,COC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(OC)=N1
Sulfasalazine,OC(=O)C1=C(O)C=CC(=C1)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,Hepatic necrosis,Human,-3.6020599913279625,Repeated,Oral,"FDA approval package document: Label 021243/S-000, page:9 PDF 874k",https://www.pharmapendium.com/browse/fda/Sulfasalazine/cf8a0c6ad016a2a507078cca2fee3df1?reference=9,2000.0,OC(=O)C1=C(O)C=CC(=C1)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
Tacrine Hydrochloride,NC1=C2C=CC=CC2=NC2=C1CCCC2,Hepatic necrosis,Human,-2.0,Repeated,Oral,"FDA approval package document: Approval Package 020070/S-001, S-003, S-004, S-006 Part 03, page:96 PDF 6667k",https://www.pharmapendium.com/browse/fda/Tacrine Hydrochloride/e3754fab4df194777594fd9bb0c516bf?reference=96,1993.0,NC1=C2C=CC=CC2=NC2=C1CCCC2
Tacrolimus,[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@@H]([C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@H]1CC[C@@H](O)[C@H](C1)OC,Hepatic necrosis,Human,-1.2304489213782739,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 206406/S-000 Part 02, page:8 PDF 654k",https://www.pharmapendium.com/browse/fda/Tacrolimus/c30840afd922a7b9861d9e52eb63613c?reference=8,2014.0,[H][C]12O[C](O)([CH](C)C[CH]1OC)C(=O)C(=O)N1CCCC[CH]1C(=O)O[CH]([CH](C)[CH](O)CC(=O)[CH](CC=C)\C=C(C)\C[CH](C)C[CH]2OC)C(\C)=C\[CH]1CC[CH](O)[CH](C1)OC
Telithromycin,[H][C@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CN=CC=C1,Hepatic necrosis,Human,-2.9030899869919438,Repeated,Oral,"FDA approval package document: Approval Package 021144/S-012, page:21 PDF 657k",https://www.pharmapendium.com/browse/fda/Telithromycin/3525544120b4529175fd8596ec3552c0?reference=21,2007.0,[H][C]12[CH](C)C(=O)[CH](C)C[C](C)(OC)[CH](O[CH]3O[CH](C)C[CH]([CH]3O)N(C)C)[CH](C)C(=O)[CH](C)C(=O)O[CH](CC)[C]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CN=CC=C1
Ulipristal Acetate,[H][C@@]12CCC3=CC(=O)CCC3=C1[C@H](C[C@@]1(C)[C@@]2([H])CC[C@]1(OC(C)=O)C(C)=O)C1=CC=C(C=C1)N(C)C,Hepatic necrosis,Human,-1.0,Repeated,Oral,"EMA approval document: Assessment Report EMA/442745/2018; EMEA/H/A-20/1460/C/2041/0043, page:9 PDF 310k",https://www.pharmapendium.com/browse/ema/Ulipristal Acetate/983280aa4e864a17a4652c9ce1ceb851?reference=9,2018.0,[H][C]12CCC3=CC(=O)CCC3=C1[CH](C[C]1(C)[C]2([H])CC[C]1(OC(C)=O)C(C)=O)C1=CC=C(C=C1)N(C)C
Urethane,CCOC(N)=O,Hepatic necrosis,Human,-3.4771212547196626,Repeated,Oral,"FDA approval package document: Approval Package 006535, page:3 PDF 795k",https://www.pharmapendium.com/browse/fda/Urethane/92cee870c97d5c43d1396949a74611ea?reference=3,1968.0,CCOC(N)=O
Venlafaxine Hydrochloride,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,Hepatic necrosis,Human,-2.3521825181113627,Repeated,Oral,"FDA approval package document: Label 022104/S-000, page:20 PDF 3066k",https://www.pharmapendium.com/browse/fda/Venlafaxine Hydrochloride/e87ef146efbee14f7cabdd861bd01b9e?reference=20,,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1
Vigabatrin,NC(CCC(O)=O)C=C,Hepatic necrosis,Human,-2.1760912590556813,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 022006/S-000, page:50 PDF 4535k",https://www.pharmapendium.com/browse/fda/Vigabatrin/00f580345d5eef58a7abfeadedaebc2c?reference=50,2009.0,NC(CCC(O)=O)C=C
Voriconazole,C[C@@H](C1=C(F)C=NC=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,Hepatic necrosis,Human,-2.4771212547196626,Repeated,Oral,"FDA approval package document: Medical/Clinical Review 021266/S-000; 021267/S-000 Part 04, page:48 PDF 1582k",https://www.pharmapendium.com/browse/fda/Voriconazole/b91def2fd3ba7fba9e4703146e866659?reference=48,2001.0,C[CH](C1=C(F)C=NC=N1)[C](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F
Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,Hepatic necrosis,Human,-1.9030899869919435,Repeated,Oral,"FDA approval package document: Medical Officer Review 020547, page:65 PDF 2594k",https://www.pharmapendium.com/browse/fda/Zafirlukast/2cb7183d95694b6622ca01cb9e9fda48?reference=65,1999.0,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C
